Customer Name,Order Date,Quantity,Sales
Shaun Weien,2017-02-28,0,0.0
Shaun Weien,2017-01-31,0,0.0
Shaun Weien,2016-12-31,0,0.0
Shirley Daniels,2015-06-30,0,0.0
Alejandro Ballentine,2015-04-30,0,0.0
Shui Tom,2014-05-31,0,0.0
Shirley Jackson,2017-03-31,0,0.0
Shirley Schmidt,2015-01-31,0,0.0
Shirley Schmidt,2014-12-31,0,0.0
Shirley Schmidt,2014-11-30,0,0.0
Shirley Schmidt,2014-10-31,0,0.0
Shirley Schmidt,2014-09-30,0,0.0
Shirley Schmidt,2014-08-31,0,0.0
Alan Shonely,2017-05-31,0,0.0
Alejandro Ballentine,2014-08-31,0,0.0
Shirley Jackson,2017-02-28,0,0.0
Shirley Schmidt,2015-03-31,0,0.0
Shirley Jackson,2017-01-31,0,0.0
Alejandro Ballentine,2014-09-30,0,0.0
Alejandro Ballentine,2014-10-31,0,0.0
Shirley Jackson,2016-10-31,0,0.0
Shirley Jackson,2016-09-30,0,0.0
Shirley Jackson,2016-08-31,0,0.0
Shirley Jackson,2016-07-31,0,0.0
Shirley Jackson,2016-06-30,0,0.0
Shirley Schmidt,2015-02-28,0,0.0
Shirley Schmidt,2015-04-30,0,0.0
Shirley Daniels,2015-09-30,0,0.0
Shirley Schmidt,2016-03-31,0,0.0
Shui Tom,2014-04-30,0,0.0
Shui Tom,2014-03-31,0,0.0
Alan Shonely,2017-02-28,0,0.0
Alan Shonely,2017-03-31,0,0.0
Shirley Schmidt,2016-07-31,0,0.0
Shirley Schmidt,2016-06-30,0,0.0
Shirley Schmidt,2016-05-31,0,0.0
Shirley Schmidt,2016-04-30,0,0.0
Shirley Schmidt,2016-02-29,0,0.0
Shirley Schmidt,2015-05-31,0,0.0
Shirley Schmidt,2016-01-31,0,0.0
Shirley Schmidt,2015-12-31,0,0.0
Shirley Schmidt,2015-11-30,0,0.0
Shirley Schmidt,2015-10-31,0,0.0
Shirley Schmidt,2015-09-30,0,0.0
Shirley Schmidt,2015-08-31,0,0.0
Alan Shonely,2017-04-30,0,0.0
Shirley Schmidt,2015-06-30,0,0.0
Shirley Jackson,2016-05-31,0,0.0
Shirley Jackson,2016-04-30,0,0.0
Shirley Jackson,2016-03-31,0,0.0
Shirley Daniels,2016-07-31,0,0.0
Shirley Daniels,2017-03-31,0,0.0
Shirley Daniels,2017-02-28,0,0.0
Shirley Daniels,2017-01-31,0,0.0
Shirley Daniels,2016-12-31,0,0.0
Shirley Daniels,2016-11-30,0,0.0
Shirley Daniels,2016-10-31,0,0.0
Alejandro Ballentine,2015-03-31,0,0.0
Shirley Daniels,2016-08-31,0,0.0
Shirley Daniels,2016-06-30,0,0.0
Shirley Jackson,2016-02-29,0,0.0
Shirley Daniels,2016-05-31,0,0.0
Shirley Daniels,2016-04-30,0,0.0
Shirley Daniels,2016-03-31,0,0.0
Shirley Daniels,2016-02-29,0,0.0
Shirley Daniels,2016-01-31,0,0.0
Shirley Daniels,2015-12-31,0,0.0
Shirley Daniels,2015-11-30,0,0.0
Shirley Daniels,2015-10-31,0,0.0
Alejandro Ballentine,2015-02-28,0,0.0
Shirley Daniels,2017-05-31,0,0.0
Alejandro Ballentine,2015-01-31,0,0.0
Alejandro Ballentine,2014-12-31,0,0.0
Shirley Jackson,2016-01-31,0,0.0
Shirley Jackson,2015-12-31,0,0.0
Shirley Jackson,2015-11-30,0,0.0
Shirley Jackson,2015-10-31,0,0.0
Shirley Jackson,2015-09-30,0,0.0
Shirley Jackson,2015-08-31,0,0.0
Shirley Jackson,2015-07-31,0,0.0
Shirley Jackson,2015-06-30,0,0.0
Shirley Jackson,2015-05-31,0,0.0
Shirley Jackson,2015-04-30,0,0.0
Shirley Jackson,2015-03-31,0,0.0
Shirley Jackson,2015-02-28,0,0.0
Shirley Jackson,2015-01-31,0,0.0
Shirley Jackson,2014-12-31,0,0.0
Shirley Jackson,2014-11-30,0,0.0
Alejandro Ballentine,2014-11-30,0,0.0
Shirley Jackson,2014-09-30,0,0.0
Sean Christensen,2015-03-31,0,0.0
Sean Christensen,2015-02-28,0,0.0
Aleksandra Gannaway,2014-12-31,0,0.0
Sanjit Chand,2016-06-30,0,0.0
Sanjit Engle,2014-05-31,0,0.0
Alex Grayson,2017-09-30,0,0.0
Sanjit Chand,2016-12-31,0,0.0
Sanjit Chand,2016-11-30,0,0.0
Sanjit Chand,2016-10-31,0,0.0
Sanjit Chand,2016-09-30,0,0.0
Sanjit Chand,2016-08-31,0,0.0
Alex Grayson,2017-10-31,0,0.0
Alex Grayson,2017-11-30,0,0.0
Sanjit Engle,2014-07-31,0,0.0
Sanjit Chand,2016-04-30,0,0.0
Sanjit Chand,2016-03-31,0,0.0
Sanjit Chand,2016-02-29,0,0.0
Sanjit Chand,2016-01-31,0,0.0
Sanjit Chand,2015-12-31,0,0.0
Alex Russell,2015-01-31,0,0.0
Sanjit Chand,2015-10-31,0,0.0
Sanjit Chand,2015-09-30,0,0.0
Sanjit Engle,2014-06-30,0,0.0
Sanjit Engle,2014-08-31,0,0.0
Sanjit Chand,2015-07-31,0,0.0
Sanjit Engle,2015-07-31,0,0.0
Sanjit Engle,2016-03-31,0,0.0
Alex Grayson,2017-05-31,0,0.0
Sanjit Engle,2016-01-31,0,0.0
Sanjit Engle,2015-12-31,0,0.0
Sanjit Engle,2015-11-30,0,0.0
Sanjit Engle,2015-10-31,0,0.0
Sanjit Engle,2015-09-30,0,0.0
Sanjit Engle,2015-08-31,0,0.0
Sanjit Engle,2015-06-30,0,0.0
Alex Grayson,2017-08-31,0,0.0
Sanjit Engle,2015-05-31,0,0.0
Alex Grayson,2017-06-30,0,0.0
Sanjit Engle,2015-03-31,0,0.0
Sanjit Engle,2015-02-28,0,0.0
Sanjit Engle,2015-01-31,0,0.0
Sanjit Engle,2014-12-31,0,0.0
Alex Grayson,2017-07-31,0,0.0
Sanjit Engle,2014-10-31,0,0.0
Sanjit Chand,2015-08-31,0,0.0
Sanjit Chand,2015-06-30,0,0.0
Alex Avila,2016-01-31,0,0.0
Sandra Glassco,2016-09-30,0,0.0
Sandra Glassco,2017-05-31,0,0.0
Sandra Glassco,2017-04-30,0,0.0
Sandra Glassco,2017-03-31,0,0.0
Sandra Glassco,2017-02-28,0,0.0
Sandra Glassco,2017-01-31,0,0.0
Sandra Glassco,2016-12-31,0,0.0
Sandra Glassco,2016-11-30,0,0.0
Sandra Glassco,2016-10-31,0,0.0
Sandra Glassco,2016-08-31,0,0.0
Sandra Glassco,2017-07-31,0,0.0
Sandra Glassco,2016-07-31,0,0.0
Sandra Glassco,2016-06-30,0,0.0
Sandra Glassco,2016-05-31,0,0.0
Sandra Glassco,2016-04-30,0,0.0
Sandra Glassco,2016-03-31,0,0.0
Sandra Glassco,2016-02-29,0,0.0
Sandra Glassco,2016-01-31,0,0.0
Sandra Glassco,2015-11-30,0,0.0
Sandra Glassco,2017-06-30,0,0.0
Sandra Glassco,2017-08-31,0,0.0
Sanjit Chand,2015-05-31,0,0.0
Sanjit Chand,2014-08-31,0,0.0
Sanjit Chand,2015-04-30,0,0.0
Sanjit Chand,2015-03-31,0,0.0
Sanjit Chand,2015-02-28,0,0.0
Sanjit Chand,2015-01-31,0,0.0
Sanjit Chand,2014-12-31,0,0.0
Alex Russell,2015-02-28,0,0.0
Sanjit Chand,2014-10-31,0,0.0
Alex Russell,2015-03-31,0,0.0
Sanjit Chand,2014-07-31,0,0.0
Sandra Glassco,2017-09-30,0,0.0
Sanjit Chand,2014-06-30,0,0.0
Sanjit Chand,2014-05-31,0,0.0
Sanjit Chand,2014-04-30,0,0.0
Alex Russell,2015-04-30,0,0.0
Alex Russell,2015-05-31,0,0.0
Alex Russell,2015-06-30,0,0.0
Sandra Glassco,2017-11-30,0,0.0
Sandra Glassco,2017-10-31,0,0.0
Sanjit Engle,2016-04-30,0,0.0
Sanjit Engle,2016-05-31,0,0.0
Alex Grayson,2017-04-30,0,0.0
Saphhira Shifley,2015-10-31,0,0.0
Saphhira Shifley,2016-06-30,0,0.0
Saphhira Shifley,2016-05-31,0,0.0
Saphhira Shifley,2016-04-30,0,0.0
Saphhira Shifley,2016-03-31,0,0.0
Saphhira Shifley,2016-02-29,0,0.0
Saphhira Shifley,2016-01-31,0,0.0
Saphhira Shifley,2015-12-31,0,0.0
Saphhira Shifley,2015-11-30,0,0.0
Alex Avila,2016-10-31,0,0.0
Saphhira Shifley,2016-08-31,0,0.0
Saphhira Shifley,2015-08-31,0,0.0
Saphhira Shifley,2015-07-31,0,0.0
Saphhira Shifley,2015-06-30,0,0.0
Saphhira Shifley,2015-05-31,0,0.0
Saphhira Shifley,2015-04-30,0,0.0
Saphhira Shifley,2015-03-31,0,0.0
Saphhira Shifley,2015-02-28,0,0.0
Saphhira Shifley,2015-01-31,0,0.0
Saphhira Shifley,2016-07-31,0,0.0
Saphhira Shifley,2016-09-30,0,0.0
Sanjit Engle,2016-07-31,0,0.0
Saphhira Shifley,2017-08-31,0,0.0
Sara Luxemburg,2015-01-31,0,0.0
Sara Luxemburg,2014-12-31,0,0.0
Sara Luxemburg,2014-11-30,0,0.0
Alex Avila,2016-02-29,0,0.0
Alex Avila,2016-04-30,0,0.0
Saphhira Shifley,2017-11-30,0,0.0
Alex Avila,2016-05-31,0,0.0
Alex Avila,2016-06-30,0,0.0
Saphhira Shifley,2017-07-31,0,0.0
Saphhira Shifley,2016-10-31,0,0.0
Alex Avila,2016-07-31,0,0.0
Saphhira Shifley,2017-05-31,0,0.0
Alex Avila,2016-08-31,0,0.0
Saphhira Shifley,2017-03-31,0,0.0
Saphhira Shifley,2017-02-28,0,0.0
Saphhira Shifley,2017-01-31,0,0.0
Alex Avila,2016-09-30,0,0.0
Saphhira Shifley,2016-11-30,0,0.0
Saphhira Shifley,2014-12-31,0,0.0
Alex Avila,2016-11-30,0,0.0
Alex Avila,2016-12-31,0,0.0
Sanjit Engle,2017-05-31,0,0.0
Sanjit Jacobs,2015-10-31,0,0.0
Alex Grayson,2016-11-30,0,0.0
Alex Grayson,2016-12-31,0,0.0
Alex Grayson,2017-01-31,0,0.0
Sanjit Engle,2017-10-31,0,0.0
Sanjit Engle,2017-09-30,0,0.0
Sanjit Engle,2017-07-31,0,0.0
Sanjit Engle,2017-06-30,0,0.0
Sanjit Engle,2017-04-30,0,0.0
Alex Avila,2017-01-31,0,0.0
Alex Grayson,2017-02-28,0,0.0
Sanjit Engle,2017-02-28,0,0.0
Sanjit Engle,2017-01-31,0,0.0
Sanjit Engle,2016-12-31,0,0.0
Sanjit Engle,2016-11-30,0,0.0
Sanjit Engle,2016-10-31,0,0.0
Alex Grayson,2017-03-31,0,0.0
Sanjit Engle,2016-08-31,0,0.0
Sanjit Jacobs,2015-11-30,0,0.0
Sanjit Jacobs,2015-12-31,0,0.0
Sanjit Jacobs,2016-01-31,0,0.0
Sanjit Jacobs,2016-02-29,0,0.0
Sanjit Jacobs,2017-07-31,0,0.0
Sanjit Jacobs,2017-06-30,0,0.0
Alex Avila,2017-02-28,0,0.0
Alex Avila,2017-03-31,0,0.0
Alex Avila,2017-04-30,0,0.0
Sanjit Jacobs,2017-02-28,0,0.0
Sanjit Jacobs,2017-01-31,0,0.0
Alex Avila,2017-05-31,0,0.0
Sanjit Jacobs,2016-11-30,0,0.0
Sanjit Jacobs,2016-10-31,0,0.0
Alex Grayson,2016-09-30,0,0.0
Sanjit Jacobs,2016-08-31,0,0.0
Sanjit Jacobs,2016-07-31,0,0.0
Sanjit Jacobs,2016-06-30,0,0.0
Sanjit Jacobs,2016-05-31,0,0.0
Sanjit Jacobs,2016-04-30,0,0.0
Alex Grayson,2016-10-31,0,0.0
Alex Russell,2015-07-31,0,0.0
Alex Russell,2015-08-31,0,0.0
Sandra Flanagan,2017-10-31,0,0.0
Sam Zeldin,2014-10-31,0,0.0
Alex Russell,2017-04-30,0,0.0
Sam Zeldin,2015-05-31,0,0.0
Sam Zeldin,2015-04-30,0,0.0
Sam Zeldin,2015-03-31,0,0.0
Sam Zeldin,2015-02-28,0,0.0
Sam Zeldin,2015-01-31,0,0.0
Sam Zeldin,2014-12-31,0,0.0
Alex Russell,2017-05-31,0,0.0
Alex Russell,2017-06-30,0,0.0
Sam Zeldin,2015-08-31,0,0.0
Alex Russell,2017-07-31,0,0.0
Sam Craven,2015-10-31,0,0.0
Sam Craven,2015-09-30,0,0.0
Sam Craven,2015-08-31,0,0.0
Sam Craven,2015-07-31,0,0.0
Sam Craven,2015-06-30,0,0.0
Sam Craven,2015-05-31,0,0.0
Sam Craven,2015-04-30,0,0.0
Sam Zeldin,2015-07-31,0,0.0
Sam Zeldin,2015-09-30,0,0.0
Sam Zeldin,2017-06-30,0,0.0
Sam Zeldin,2016-08-31,0,0.0
Sam Zeldin,2017-04-30,0,0.0
Sam Zeldin,2017-03-31,0,0.0
Sam Zeldin,2017-02-28,0,0.0
Alex Russell,2017-01-31,0,0.0
Sam Zeldin,2016-12-31,0,0.0
Sam Zeldin,2016-11-30,0,0.0
Sam Zeldin,2016-10-31,0,0.0
Alex Russell,2017-02-28,0,0.0
Sam Zeldin,2016-07-31,0,0.0
Sam Zeldin,2015-10-31,0,0.0
Sam Zeldin,2016-06-30,0,0.0
Sam Zeldin,2016-05-31,0,0.0
Sam Zeldin,2016-04-30,0,0.0
Sam Zeldin,2016-03-31,0,0.0
Sam Zeldin,2016-02-29,0,0.0
Sam Zeldin,2016-01-31,0,0.0
Alex Russell,2017-03-31,0,0.0
Sam Zeldin,2015-11-30,0,0.0
Sam Craven,2015-03-31,0,0.0
Sam Craven,2015-02-28,0,0.0
Sam Craven,2015-01-31,0,0.0
Sally Matthias,2015-03-31,0,0.0
Sally Matthias,2015-11-30,0,0.0
Sally Matthias,2015-10-31,0,0.0
Sally Matthias,2015-09-30,0,0.0
Sally Matthias,2015-08-31,0,0.0
Sally Matthias,2015-07-31,0,0.0
Sally Matthias,2015-06-30,0,0.0
Sally Matthias,2015-05-31,0,0.0
Sally Matthias,2015-04-30,0,0.0
Sally Matthias,2015-02-28,0,0.0
Sam Craven,2014-12-31,0,0.0
Sally Matthias,2015-01-31,0,0.0
Alice McCarthy,2015-05-31,0,0.0
Alice McCarthy,2015-06-30,0,0.0
Alice McCarthy,2015-07-31,0,0.0
Sally Knutson,2017-11-30,0,0.0
Sally Knutson,2017-10-31,0,0.0
Sally Knutson,2017-09-30,0,0.0
Sally Knutson,2017-08-31,0,0.0
Sally Matthias,2015-12-31,0,0.0
Sally Matthias,2016-01-31,0,0.0
Sally Matthias,2016-02-29,0,0.0
Sally Matthias,2016-03-31,0,0.0
Alex Russell,2017-08-31,0,0.0
Sam Craven,2014-10-31,0,0.0
Sam Craven,2014-09-30,0,0.0
Sam Craven,2014-08-31,0,0.0
Sam Craven,2014-07-31,0,0.0
Alice McCarthy,2014-11-30,0,0.0
Sam Craven,2014-05-31,0,0.0
Alice McCarthy,2014-12-31,0,0.0
Alice McCarthy,2015-01-31,0,0.0
Alice McCarthy,2015-02-28,0,0.0
Sally Matthias,2016-10-31,0,0.0
Sally Matthias,2016-09-30,0,0.0
Sally Matthias,2016-08-31,0,0.0
Sally Matthias,2016-07-31,0,0.0
Alice McCarthy,2015-04-30,0,0.0
Sally Matthias,2016-05-31,0,0.0
Sally Matthias,2016-04-30,0,0.0
Sam Zeldin,2017-05-31,0,0.0
Alex Russell,2016-12-31,0,0.0
Sandra Flanagan,2017-09-30,0,0.0
Sandra Flanagan,2015-02-28,0,0.0
Sandra Flanagan,2015-10-31,0,0.0
Sandra Flanagan,2015-09-30,0,0.0
Alex Russell,2016-02-29,0,0.0
Sandra Flanagan,2015-07-31,0,0.0
Sandra Flanagan,2015-06-30,0,0.0
Sandra Flanagan,2015-05-31,0,0.0
Sandra Flanagan,2015-04-30,0,0.0
Sandra Flanagan,2015-03-31,0,0.0
Sandra Flanagan,2015-01-31,0,0.0
Alex Russell,2015-12-31,0,0.0
Sandra Flanagan,2014-12-31,0,0.0
Sandra Flanagan,2014-11-30,0,0.0
Sandra Flanagan,2014-10-31,0,0.0
Alex Russell,2016-03-31,0,0.0
Alex Russell,2016-04-30,0,0.0
Sample Company A,2017-10-31,0,0.0
Alex Russell,2016-05-31,0,0.0
Sample Company A,2017-08-31,0,0.0
Alex Russell,2016-01-31,0,0.0
Sandra Flanagan,2016-01-31,0,0.0
Sam Zeldin,2017-08-31,0,0.0
Alex Russell,2015-11-30,0,0.0
Sandra Flanagan,2017-08-31,0,0.0
Alex Russell,2015-10-31,0,0.0
Sandra Flanagan,2017-06-30,0,0.0
Sandra Flanagan,2017-05-31,0,0.0
Sandra Flanagan,2017-04-30,0,0.0
Sandra Flanagan,2017-03-31,0,0.0
Sandra Flanagan,2017-02-28,0,0.0
Sandra Flanagan,2017-01-31,0,0.0
Sandra Flanagan,2016-11-30,0,0.0
Sandra Flanagan,2016-02-29,0,0.0
Sandra Flanagan,2016-10-31,0,0.0
Sandra Flanagan,2016-09-30,0,0.0
Sandra Flanagan,2016-08-31,0,0.0
Sandra Flanagan,2016-07-31,0,0.0
Sandra Flanagan,2016-06-30,0,0.0
Sandra Flanagan,2016-05-31,0,0.0
Sandra Flanagan,2016-04-30,0,0.0
Sandra Flanagan,2016-03-31,0,0.0
Sample Company A,2017-07-31,0,0.0
Sample Company A,2017-06-30,0,0.0
Sample Company A,2017-05-31,0,0.0
Sample Company A,2014-09-30,0,0.0
Alex Russell,2016-09-30,0,0.0
Sample Company A,2015-04-30,0,0.0
Sample Company A,2015-03-31,0,0.0
Sample Company A,2015-02-28,0,0.0
Sample Company A,2015-01-31,0,0.0
Sample Company A,2014-12-31,0,0.0
Sample Company A,2014-11-30,0,0.0
Sample Company A,2014-10-31,0,0.0
Sample Company A,2014-08-31,0,0.0
Sample Company A,2017-03-31,0,0.0
Sample Company A,2014-07-31,0,0.0
Sample Company A,2014-06-30,0,0.0
Sample Company A,2014-05-31,0,0.0
Sample Company A,2014-04-30,0,0.0
Alex Russell,2016-10-31,0,0.0
Alex Russell,2016-11-30,0,0.0
Sam Zeldin,2017-10-31,0,0.0
Sam Zeldin,2017-09-30,0,0.0
Sample Company A,2015-06-30,0,0.0
Sample Company A,2015-07-31,0,0.0
Sample Company A,2015-08-31,0,0.0
Sample Company A,2015-09-30,0,0.0
Sample Company A,2017-02-28,0,0.0
Sample Company A,2017-01-31,0,0.0
Sample Company A,2016-12-31,0,0.0
Alex Russell,2016-06-30,0,0.0
Sample Company A,2016-10-31,0,0.0
Sample Company A,2016-09-30,0,0.0
Sample Company A,2016-08-31,0,0.0
Sample Company A,2016-07-31,0,0.0
Alex Russell,2016-07-31,0,0.0
Sample Company A,2016-05-31,0,0.0
Sample Company A,2016-04-30,0,0.0
Sample Company A,2016-03-31,0,0.0
Sample Company A,2016-02-29,0,0.0
Alex Russell,2016-08-31,0,0.0
Sample Company A,2015-12-31,0,0.0
Sample Company A,2015-11-30,0,0.0
Sample Company A,2015-10-31,0,0.0
Sara Luxemburg,2015-02-28,0,0.0
Sara Luxemburg,2015-04-30,0,0.0
Aleksandra Gannaway,2015-01-31,0,0.0
Scott Cohen,2014-12-31,0,0.0
Scott Cohen,2015-09-30,0,0.0
Aleksandra Gannaway,2016-03-31,0,0.0
Scott Cohen,2015-07-31,0,0.0
Scott Cohen,2015-06-30,0,0.0
Scott Cohen,2015-05-31,0,0.0
Scott Cohen,2015-04-30,0,0.0
Aleksandra Gannaway,2016-04-30,0,0.0
Scott Cohen,2015-02-28,0,0.0
Scott Cohen,2014-10-31,0,0.0
Scott Cohen,2015-11-30,0,0.0
Aleksandra Gannaway,2016-05-31,0,0.0
Scott Cohen,2014-08-31,0,0.0
Scott Cohen,2014-07-31,0,0.0
Scott Cohen,2014-06-30,0,0.0
Scott Cohen,2014-05-31,0,0.0
Aleksandra Gannaway,2016-06-30,0,0.0
Aleksandra Gannaway,2016-07-31,0,0.0
Scot Wooten,2017-09-30,0,0.0
Scott Cohen,2015-10-31,0,0.0
Scott Cohen,2015-12-31,0,0.0
Scot Wooten,2017-07-31,0,0.0
Scott Cohen,2016-11-30,0,0.0
Aleksandra Gannaway,2015-12-31,0,0.0
Aleksandra Gannaway,2016-01-31,0,0.0
Scott Cohen,2017-05-31,0,0.0
Scott Cohen,2017-04-30,0,0.0
Aleksandra Gannaway,2016-02-29,0,0.0
Scott Cohen,2017-02-28,0,0.0
Scott Cohen,2017-01-31,0,0.0
Scott Cohen,2016-12-31,0,0.0
Scott Cohen,2016-10-31,0,0.0
Scott Cohen,2016-01-31,0,0.0
Scott Cohen,2016-09-30,0,0.0
Scott Cohen,2016-08-31,0,0.0
Scott Cohen,2016-07-31,0,0.0
Scott Cohen,2016-06-30,0,0.0
Scott Cohen,2016-05-31,0,0.0
Scott Cohen,2016-04-30,0,0.0
Scott Cohen,2016-03-31,0,0.0
Scott Cohen,2016-02-29,0,0.0
Scot Wooten,2017-08-31,0,0.0
Scot Wooten,2017-06-30,0,0.0
Sara Luxemburg,2015-05-31,0,0.0
Scot Wooten,2014-10-31,0,0.0
Scot Wooten,2015-06-30,0,0.0
Scot Wooten,2015-05-31,0,0.0
Scot Wooten,2015-04-30,0,0.0
Scot Wooten,2015-03-31,0,0.0
Scot Wooten,2015-02-28,0,0.0
Scot Wooten,2015-01-31,0,0.0
Scot Wooten,2014-12-31,0,0.0
Scot Wooten,2014-11-30,0,0.0
Scot Wooten,2014-09-30,0,0.0
Scot Wooten,2015-08-31,0,0.0
Scot Wooten,2014-08-31,0,0.0
Aleksandra Gannaway,2017-02-28,0,0.0
Aleksandra Gannaway,2017-03-31,0,0.0
Scot Coram,2017-07-31,0,0.0
Scot Coram,2017-06-30,0,0.0
Scot Coram,2017-05-31,0,0.0
Scot Coram,2017-04-30,0,0.0
Scot Coram,2017-03-31,0,0.0
Scot Wooten,2015-07-31,0,0.0
Scot Wooten,2015-09-30,0,0.0
Scot Wooten,2017-05-31,0,0.0
Scot Wooten,2016-08-31,0,0.0
Scot Wooten,2017-04-30,0,0.0
Scot Wooten,2017-03-31,0,0.0
Aleksandra Gannaway,2016-08-31,0,0.0
Scot Wooten,2017-01-31,0,0.0
Scot Wooten,2016-12-31,0,0.0
Scot Wooten,2016-11-30,0,0.0
Scot Wooten,2016-10-31,0,0.0
Aleksandra Gannaway,2016-09-30,0,0.0
Scot Wooten,2016-07-31,0,0.0
Scot Wooten,2015-10-31,0,0.0
Scot Wooten,2016-06-30,0,0.0
Scot Wooten,2016-05-31,0,0.0
Scot Wooten,2016-04-30,0,0.0
Aleksandra Gannaway,2016-10-31,0,0.0
Scot Wooten,2016-02-29,0,0.0
Scot Wooten,2016-01-31,0,0.0
Aleksandra Gannaway,2016-11-30,0,0.0
Aleksandra Gannaway,2017-01-31,0,0.0
Scott Williamson,2014-04-30,0,0.0
Scott Williamson,2014-05-31,0,0.0
Scott Williamson,2014-06-30,0,0.0
Sean Braxton,2015-05-31,0,0.0
Sean Braxton,2016-01-31,0,0.0
Sean Braxton,2015-12-31,0,0.0
Sean Braxton,2015-11-30,0,0.0
Sean Braxton,2015-10-31,0,0.0
Aleksandra Gannaway,2015-05-31,0,0.0
Sean Braxton,2015-08-31,0,0.0
Sean Braxton,2015-07-31,0,0.0
Sean Braxton,2015-06-30,0,0.0
Sean Braxton,2015-04-30,0,0.0
Sean Braxton,2016-03-31,0,0.0
Sean Braxton,2015-03-31,0,0.0
Sean Braxton,2015-02-28,0,0.0
Sean Braxton,2015-01-31,0,0.0
Sean Braxton,2014-12-31,0,0.0
Sean Braxton,2014-11-30,0,0.0
Sean Braxton,2014-10-31,0,0.0
Aleksandra Gannaway,2015-06-30,0,0.0
Sean Braxton,2014-08-31,0,0.0
Sean Braxton,2016-02-29,0,0.0
Sean Braxton,2016-04-30,0,0.0
Scott Williamson,2014-07-31,0,0.0
Sean Braxton,2017-03-31,0,0.0
Aleksandra Gannaway,2015-02-28,0,0.0
Sean Braxton,2017-10-31,0,0.0
Aleksandra Gannaway,2015-03-31,0,0.0
Sean Braxton,2017-08-31,0,0.0
Sean Braxton,2017-07-31,0,0.0
Sean Braxton,2017-06-30,0,0.0
Sean Braxton,2017-05-31,0,0.0
Sean Braxton,2017-04-30,0,0.0
Sean Braxton,2017-02-28,0,0.0
Sean Braxton,2016-05-31,0,0.0
Sean Braxton,2017-01-31,0,0.0
Sean Braxton,2016-12-31,0,0.0
Aleksandra Gannaway,2015-04-30,0,0.0
Sean Braxton,2016-10-31,0,0.0
Sean Braxton,2016-09-30,0,0.0
Sean Braxton,2016-08-31,0,0.0
Sean Braxton,2016-07-31,0,0.0
Sean Braxton,2016-06-30,0,0.0
Sean Braxton,2014-07-31,0,0.0
Sean Braxton,2014-06-30,0,0.0
Aleksandra Gannaway,2015-07-31,0,0.0
Scott Williamson,2015-05-31,0,0.0
Scott Williamson,2016-01-31,0,0.0
Scott Williamson,2015-12-31,0,0.0
Scott Williamson,2015-11-30,0,0.0
Scott Williamson,2015-10-31,0,0.0
Scott Williamson,2015-09-30,0,0.0
Scott Williamson,2015-08-31,0,0.0
Scott Williamson,2015-07-31,0,0.0
Scott Williamson,2015-06-30,0,0.0
Scott Williamson,2015-04-30,0,0.0
Aleksandra Gannaway,2015-08-31,0,0.0
Scott Williamson,2015-03-31,0,0.0
Scott Williamson,2015-02-28,0,0.0
Scott Williamson,2015-01-31,0,0.0
Scott Williamson,2014-12-31,0,0.0
Scott Williamson,2014-11-30,0,0.0
Scott Williamson,2014-10-31,0,0.0
Scott Williamson,2014-09-30,0,0.0
Scott Williamson,2014-08-31,0,0.0
Scott Williamson,2016-02-29,0,0.0
Scott Williamson,2016-03-31,0,0.0
Scott Williamson,2016-04-30,0,0.0
Scott Williamson,2016-05-31,0,0.0
Scott Williamson,2017-10-31,0,0.0
Scott Williamson,2017-09-30,0,0.0
Scott Williamson,2017-08-31,0,0.0
Scott Williamson,2017-07-31,0,0.0
Scott Williamson,2017-06-30,0,0.0
Scott Williamson,2017-05-31,0,0.0
Scott Williamson,2017-04-30,0,0.0
Aleksandra Gannaway,2015-09-30,0,0.0
Scott Williamson,2017-02-28,0,0.0
Scott Williamson,2017-01-31,0,0.0
Scott Williamson,2016-12-31,0,0.0
Aleksandra Gannaway,2015-10-31,0,0.0
Scott Williamson,2016-10-31,0,0.0
Scott Williamson,2016-09-30,0,0.0
Scott Williamson,2016-08-31,0,0.0
Scott Williamson,2016-07-31,0,0.0
Scott Williamson,2016-06-30,0,0.0
Scot Coram,2017-02-28,0,0.0
Scot Coram,2017-01-31,0,0.0
Scot Coram,2016-12-31,0,0.0
Sarah Bern,2016-07-31,0,0.0
Sarah Bern,2017-03-31,0,0.0
Alex Avila,2015-08-31,0,0.0
Sarah Bern,2017-01-31,0,0.0
Sarah Bern,2016-12-31,0,0.0
Sarah Bern,2016-11-30,0,0.0
Sarah Bern,2016-10-31,0,0.0
Sarah Bern,2016-09-30,0,0.0
Sarah Bern,2016-08-31,0,0.0
Sarah Bern,2016-06-30,0,0.0
Sarah Bern,2017-05-31,0,0.0
Sarah Bern,2016-05-31,0,0.0
Sarah Bern,2016-04-30,0,0.0
Sarah Bern,2016-03-31,0,0.0
Sarah Bern,2016-02-29,0,0.0
Sarah Bern,2016-01-31,0,0.0
Sarah Bern,2015-12-31,0,0.0
Sarah Bern,2015-11-30,0,0.0
Sarah Bern,2015-10-31,0,0.0
Sarah Bern,2017-04-30,0,0.0
Alex Avila,2015-07-31,0,0.0
Sarah Brown,2016-05-31,0,0.0
Sarah Brown,2015-07-31,0,0.0
Sarah Brown,2016-03-31,0,0.0
Sarah Brown,2016-02-29,0,0.0
Sarah Brown,2016-01-31,0,0.0
Sarah Brown,2015-12-31,0,0.0
Sarah Brown,2015-11-30,0,0.0
